id_comp,names,mol_weight,formula,n_heavy_atom,n_arom_heavy_atom,csp3,n_rotate_bond,n_hbond_acceptors,n_hbond_donors,molar_refrac,tpsa,ilogp,xlogp3,wlogp,mlogp,silicosit,consensus_log,esol_logs,esol_solub_mg,esol_solub_mol,esol_class,ali_logs,ali_solub_mg,ali_solub_mol,ali_class,silicosit_logs,silicosit_solub_mg,silicosit_solub_mol,silicosit_class,gi_absorp,bbb_permeant,pgp_substrate,cyp1a2,cyp2c19,cyp2c9,cyp2d6,cyp3a4,logkp,lipinski,ghose,veber,egan,muegge,bioavail
1024,"Eburnamine; (-)-Eburnamine; (14alpha)-14,15-Dihydroeburnamenin-14-ol",296.41,C19H24N2O,22,9,0.58,1,2,1,92.96,28.4,2.92,2.95,2.6,3.12,2.68,2.85,-3.77,0.05,0.000169,Soluble,-3.21,0.183,0.000618,Soluble,-4.02,0.0283,9.55e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.01,0,0,0,0,0,0.55
1027,"Eburnamonine; Vinburnine",294.39,C19H22N2O,22,9,0.53,1,2,0,92.22,25.24,2.96,3.03,3.07,3.44,3.26,3.15,-3.81,0.0455,0.000155,Soluble,-3.23,0.175,0.000595,Soluble,-4.71,0.00567,1.93e-05,Moderately soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-5.94,0,0,0,0,0,0.55
1031,"Ellipticine",246.31,C17H14N2,19,17,0.12,0,1,1,81.04,28.68,2.3,4.8,4.49,3,5.01,3.92,-5.05,0.00218,8.85e-06,Moderately soluble,-5.13,0.00181,7.34e-06,Moderately soluble,-7.04,2.24e-05,9.08e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-4.39,0,0,0,0,0,0.55
1036,"Ergine; Lysergamide",267.33,C16H17N3O,20,9,0.31,1,2,2,82.88,62.12,1.74,1.63,1.14,1.39,1.88,1.56,-2.79,0.432,0.00162,Soluble,-2.55,0.758,0.00284,Soluble,-3.55,0.0757,0.000283,Soluble,High,Yes,Yes,Yes,No,No,Yes,No,-6.77,0,0,0,0,0,0.55
1038,"Ergocornine",561.67,C31H39N5O5,41,9,0.58,5,6,3,165.08,118.21,3.94,3.4,0.9,1.28,1.95,2.29,-5.3,0.00284,5.05e-06,Moderately soluble,-5.56,0.00154,2.74e-06,Moderately soluble,-4.97,0.00598,1.06e-05,Moderately soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.31,1,3,0,0,0,0.55
1040,"Ergocristine",609.71,C35H39N5O5,45,15,0.46,6,6,3,179.96,118.21,3.28,4.02,1.48,1.8,2.73,2.66,-6,0.000605,9.92e-07,Poorly soluble,-6.21,0.00038,6.23e-07,Poorly soluble,-7.01,5.97e-05,9.79e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.17,1,3,0,0,2,0.55
1044,"Eseramine; (3aS-cis)-3,3a,8,8a-Tetrahydro-N,3a,8-trimethyl-5-[[(methylamino)carbonyl]oxy]-pyrrolo[2,3-b]indole-1(2H)-carboxamide",318.37,C16H22N4O3,23,6,0.5,5,3,2,93.13,73.91,2.48,0.87,0.72,1.81,0.1,1.2,-2.23,1.9,0.00596,Soluble,-2.01,3.14,0.00986,Soluble,-3.2,0.2,0.00063,Soluble,High,No,Yes,No,No,No,No,No,-7.62,0,0,0,0,0,0.55
1050,"Eseridine",291.35,C15H21N3O3,21,6,0.53,3,4,1,86.02,54.04,2.93,1.63,0.94,2.04,0.56,1.62,-2.69,0.599,0.00206,Soluble,-2.38,1.22,0.00419,Soluble,-2.95,0.324,0.00111,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.92,0,0,0,0,0,0.55
1060,"Evodiamine",303.36,C19H17N3O,23,15,0.21,0,1,1,97.67,39.34,2.23,3.1,2.23,3.16,2.79,2.7,-4.16,0.0212,6.98e-05,Moderately soluble,-3.59,0.0772,0.000255,Soluble,-5.61,0.000748,2.47e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-5.95,0,0,0,0,0,0.55
1064,"Fruticosonine",312.45,C20H28N2O,23,9,0.55,5,2,2,97.07,44.89,3.04,3.49,4.08,2.85,4.7,3.63,-3.94,0.0363,0.000116,Soluble,-4.12,0.024,7.67e-05,Moderately soluble,-6.43,0.000116,3.7e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.73,0,0,0,0,0,0.55
1071,"Gelsemicine",358.43,C20H26N2O4,26,6,0.65,3,5,1,103.63,60.03,3.15,1.89,1.25,2.02,1.73,2.01,-3.23,0.213,0.000595,Soluble,-2.77,0.604,0.00169,Soluble,-4.01,0.0346,9.66e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-7.14,0,0,0,0,0,0.55
1075,"Gelsemine",322.4,C20H22N2O2,24,6,0.55,1,3,1,98.01,41.57,2.74,1.78,1.08,2.49,2.37,2.09,-3.08,0.269,0.000833,Soluble,-2.27,1.73,0.00535,Soluble,-4.08,0.0266,8.24e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-7,0,0,0,0,0,0.55
1076,"Harman",182.22,C12H10N2,14,13,0.08,0,1,1,58.57,28.68,1.75,3.28,3.02,1.9,3.53,2.7,-3.72,0.0345,0.000189,Soluble,-3.56,0.0505,0.000277,Soluble,-4.97,0.00194,1.06e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,No,Yes,-5.08,0,0,0,0,1,0.55
1078,"Hodgkinsine",518.7,C33H38N6,39,18,0.45,2,3,3,177.54,45.81,3.66,5.73,1.55,4.51,3.27,3.75,-6.88,6.91e-05,1.33e-07,Poorly soluble,-6.46,0.00018,3.47e-07,Poorly soluble,-9.14,3.78e-07,7.29e-10,Poorly soluble,High,Yes,No,No,No,No,No,Yes,-5.4,2,3,0,0,2,0.17
1079,"Ibogaine",310.43,C20H26N2O,23,9,0.6,2,2,1,98.45,28.26,3.3,3.92,3.56,3.21,3.85,3.57,-4.39,0.0126,4.06e-05,Moderately soluble,-4.21,0.019,6.13e-05,Moderately soluble,-5.09,0.00252,8.11e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-5.41,0,0,0,0,0,0.55
1080,"Ibogamine",280.41,C19H24N2,21,9,0.58,1,1,1,91.96,19.03,2.98,3.95,3.55,3.59,3.83,3.58,-4.32,0.0135,4.81e-05,Moderately soluble,-4.05,0.025,8.92e-05,Moderately soluble,-4.98,0.00296,1.06e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-5.21,0,0,0,0,0,0.55
1082,"Leurosidine; Vinrosidine",810.97,C46H58N4O9,59,15,0.59,10,11,3,232.52,154.1,5.09,3.88,2.85,2.35,4.72,3.78,-6.84,0.000117,1.44e-07,Poorly soluble,-6.81,0.000125,1.54e-07,Poorly soluble,-8.46,2.8e-06,3.45e-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-8.49,2,3,1,1,4,0.17
1083,"Leurosine; Vinleurosine",808.96,C46H56N4O9,59,15,0.59,10,11,2,230.33,146.4,5.47,3.9,2.86,2.35,5.03,3.92,-6.84,0.000117,1.44e-07,Poorly soluble,-6.67,0.000172,2.13e-07,Poorly soluble,-8.54,2.32e-06,2.86e-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-8.47,2,3,1,1,3,0.17
1084,"Mesembrenone",287.35,C17H21NO3,21,6,0.47,3,4,0,85.04,38.77,2.84,2.18,1.79,1.66,2.62,2.22,-3.01,0.282,0.000981,Soluble,-2.63,0.677,0.00236,Soluble,-3.77,0.049,0.000171,Soluble,High,Yes,No,No,No,No,Yes,No,-6.51,0,0,0,0,0,0.55
1085,"Mesembrine",289.37,C17H23NO3,21,6,0.59,3,4,0,85.51,38.77,2.84,1.97,2.02,1.74,3.03,2.32,-2.89,0.374,0.00129,Soluble,-2.41,1.13,0.00389,Soluble,-4.24,0.0168,5.82e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-6.67,0,0,0,0,0,0.55
1086,"Mesembrinol",291.39,C17H25NO3,21,6,0.65,3,4,1,86.48,41.93,3.55,2.39,1.81,1.83,2.44,2.4,-3.17,0.199,0.000683,Soluble,-2.91,0.357,0.00123,Soluble,-3.54,0.084,0.000288,Soluble,High,Yes,No,No,No,No,Yes,No,-6.38,0,0,0,0,0,0.55
1087,"Olivacine",246.31,C17H14N2,19,17,0.12,0,1,1,81.04,28.68,2.38,4.33,4.49,3,5.01,3.84,-4.76,0.00431,1.75e-05,Moderately soluble,-4.65,0.00556,2.26e-05,Moderately soluble,-7.04,2.24e-05,9.08e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-4.73,0,0,0,0,0,0.55
1088,"Perlolyrine",264.28,C16H12N2O2,20,18,0.06,2,3,2,77.43,62.05,2.36,2.23,3.32,1.02,3.81,2.55,-3.42,0.101,0.000382,Soluble,-3.17,0.179,0.000679,Soluble,-6.15,0.000188,7.1e-07,Poorly soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.33,0,0,0,0,0,0.55
1089,"Physovenine",262.3,C14H18N2O3,19,6,0.5,3,3,1,74.4,50.8,2.4,1.39,1.48,1.79,1.32,1.68,-2.38,1.1,0.00419,Soluble,-2.06,2.28,0.0087,Soluble,-3.24,0.151,0.000575,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.91,0,0,0,0,0,0.55
1090,"Psychotridine",863.15,C55H62N10,65,30,0.45,4,5,5,294.7,76.35,5.26,9.36,2.39,5.94,5.08,5.61,-11.17,5.89e-09,6.83e-12,Insoluble,-10.87,1.17e-08,1.36e-11,Insoluble,-14.94,9.96e-13,1.15e-15,Insoluble,High,Yes,Yes,No,No,No,No,Yes,-4.92,2,3,0,0,3,0.17
1091,"Quadrigemine A",690.92,C44H50N8,52,24,0.45,3,4,4,236.12,61.08,4.37,7.55,1.97,5.29,4.18,4.67,-9.02,6.54e-07,9.47e-10,Poorly soluble,-8.67,1.48e-06,2.15e-09,Poorly soluble,-12.06,6.03e-10,8.73e-13,Insoluble,High,Yes,Yes,No,No,No,No,Yes,-5.15,2,3,0,0,3,0.17
1092,"Rutaecarpine; Rutecarpine",287.32,C18H13N3O,22,19,0.11,0,2,1,87.41,50.68,2.51,3.03,3.1,3.15,3.71,3.1,-4.17,0.0195,6.77e-05,Moderately soluble,-3.76,0.05,0.000174,Soluble,-6.36,0.000126,4.39e-07,Poorly soluble,High,Yes,Yes,Yes,No,No,No,Yes,-5.9,0,0,0,0,0,0.55
1093,"Sarpagine",310.39,C19H22N2O2,23,9,0.47,1,3,3,94.67,59.49,2.16,1.73,2.02,2.04,2.66,2.12,-3.08,0.259,0.000836,Soluble,-2.6,0.787,0.00254,Soluble,-3.56,0.0845,0.000272,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.97,0,0,0,0,0,0.55
1094,"Sempervirine",272.34,C19H16N2,21,17,0.21,0,1,0,87.64,17.3,3.31,4.35,4.52,3.74,4.29,4.04,-4.87,0.00369,1.35e-05,Moderately soluble,-4.43,0.0102,3.73e-05,Moderately soluble,-6.54,7.76e-05,2.85e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,No,Yes,-4.87,0,0,0,0,0,0.55
1095,"Serpentine; Serpentine (alkaloid)",348.4,C21H20N2O3,26,13,0.33,2,4,0,99.59,53.35,3.31,2.58,3.45,2.21,2.78,2.87,-3.86,0.0477,0.000137,Soluble,-3.35,0.156,0.000448,Soluble,-4.92,0.00414,1.19e-05,Moderately soluble,High,Yes,No,No,Yes,No,Yes,Yes,-6.59,0,0,0,0,0,0.56
1096,"Tetrahydroharmine",216.28,C13H16N2O,16,9,0.38,1,2,2,68.94,37.05,2.2,1.86,1.68,1.5,3.03,2.05,-2.7,0.429,0.00198,Soluble,-2.26,1.19,0.0055,Soluble,-4.46,0.00755,3.49e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-6.3,0,0,0,0,0,0.55
1097,"Tabersonine",336.43,C21H24N2O2,25,6,0.48,3,3,1,104.45,41.57,3.22,3.37,2.27,3.04,2.92,2.96,-4.03,0.0315,9.36e-05,Moderately soluble,-3.92,0.0403,0.00012,Soluble,-4.91,0.00411,1.22e-05,Moderately soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-5.96,0,0,0,0,0,0.55
1098,"C-Toxiferine I; Toxiferine I",614.82,C40H46N4O2,46,12,0.5,2,2,2,197.64,46.94,-5.03,1.78,2.84,-3.17,2.89,-0.14,-4.83,0.009,1.46e-05,Moderately soluble,-2.38,2.54,0.00413,Soluble,-8.04,5.61e-06,9.12e-09,Poorly soluble,High,Yes,Yes,No,No,No,No,No,-8.79,1,3,0,0,2,0.55
1099,"Tubulosine",475.62,C29H37N3O3,35,15,0.52,5,5,3,147.95,69.75,4.06,4.61,3.7,2.88,4.89,4.03,-5.68,0.000993,2.09e-06,Moderately soluble,-5.8,0.000754,1.59e-06,Moderately soluble,-7.76,8.25e-06,1.73e-08,Poorly soluble,High,Yes,Yes,No,No,No,No,No,-5.93,0,2,0,0,0,0.55
1100,"Vincamine",354.44,C21H26N2O3,26,9,0.57,3,4,1,103.74,54.7,2.81,2.86,2.14,2.62,2.6,2.61,-3.9,0.0449,0.000127,Soluble,-3.67,0.0762,0.000215,Soluble,-4.28,0.0185,5.22e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.43,0,0,0,0,0,0.55
1101,"Vomicine",380.44,C22H24N2O4,28,6,0.55,0,5,1,110.2,70.08,2.7,-0.07,0.85,1.48,1.45,1.28,-2.31,1.85,0.00486,Soluble,-0.95,42.7,0.112,Very soluble,-3.31,0.188,0.000494,Soluble,High,No,Yes,No,No,No,Yes,No,-8.67,0,0,0,0,0,0.55
1102,"Yohimbine",354.44,C21H26N2O3,26,9,0.57,2,4,2,104.02,65.56,3.01,2.94,1.94,2.21,2.43,2.51,-4.01,0.0343,9.69e-05,Moderately soluble,-3.98,0.0372,0.000105,Soluble,-3.97,0.0376,0.000106,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.37,0,0,0,0,0,0.55
1119,"Tabernanthine",310.43,C20H26N2O,23,9,0.6,2,2,1,98.45,28.26,3.29,3.92,3.56,3.21,3.85,3.56,-4.39,0.0126,4.06e-05,Moderately soluble,-4.21,0.019,6.13e-05,Moderately soluble,-5.09,0.00252,8.11e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-5.41,0,0,0,0,0,0.55
1165,"Actinodaphnine; Actinodaphine",311.33,C18H17NO4,23,12,0.33,1,5,2,88.65,59.95,2.94,2.45,1.83,1.92,3.34,2.5,-3.63,0.0723,0.000232,Soluble,-3.35,0.138,0.000444,Soluble,-5.13,0.00232,7.46e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.46,0,0,0,0,0,0.55
1166,"Adiantifoline",726.85,C42H50N2O9,53,24,0.43,12,11,0,210.96,89.55,6.69,6.65,5.66,2.63,7.49,5.83,-8.08,6.06e-06,8.34e-09,Poorly soluble,-8.33,3.38e-06,4.65e-09,Poorly soluble,-11.55,2.05e-09,2.82e-12,Insoluble,High,No,No,No,No,No,No,No,-6.01,2,4,1,0,3,0.17
1167,"(+)-Adlumine",383.39,C21H21NO6,28,12,0.38,3,7,0,103.38,66.46,3.3,2.74,1.84,2,3.14,2.6,-4.06,0.0332,8.66e-05,Moderately soluble,-3.79,0.0622,0.000162,Soluble,-5.13,0.00283,7.38e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.69,0,0,0,0,0,0.55
1168,"Aknadicine",345.39,C19H23NO5,25,6,0.53,3,6,2,95.15,77.02,2.84,1.27,1.41,0.48,2.85,1.77,-2.76,0.599,0.00173,Soluble,-2.49,1.13,0.00326,Soluble,-4.83,0.00516,1.49e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.51,0,0,0,0,0,0.56
1169,"Alangicine",480.6,C28H36N2O5,35,6,0.54,6,6,2,142.84,80.26,3.75,3.6,2.95,1.7,3.75,3.15,-4.82,0.0073,1.52e-05,Moderately soluble,-4.97,0.00512,1.07e-05,Moderately soluble,-5.74,0.000877,1.82e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-6.68,0,3,0,0,0,0.55
1170,"Alangimarckine",475.62,C29H37N3O3,35,15,0.52,5,5,3,147.95,69.75,4.25,4.61,3.7,2.88,4.89,4.07,-5.68,0.000993,2.09e-06,Moderately soluble,-5.8,0.000754,1.59e-06,Moderately soluble,-7.76,8.25e-06,1.73e-08,Poorly soluble,High,Yes,Yes,No,No,No,No,No,-5.93,0,2,0,0,0,0.55
1171,"Alangiside",505.51,C25H31NO10,36,6,0.56,5,10,5,127.31,158.38,2.53,-0.14,-1,-0.97,-0.7,-0.06,-2.68,1.06,0.00209,Soluble,-2.73,0.937,0.00185,Soluble,-0.6,128,0.253,Soluble,Low,No,Yes,No,No,No,No,No,-9.48,2,2,1,1,1,0.11
1172,"Amurine",325.36,C19H19NO4,24,6,0.42,1,5,0,91.2,48,2.93,2.14,1.57,1.62,2.66,2.19,-3.32,0.154,0.000474,Soluble,-2.78,0.54,0.00166,Soluble,-3.9,0.0413,0.000127,Soluble,High,Yes,No,Yes,No,Yes,Yes,Yes,-6.77,0,0,0,0,0,0.55
1173,"Ancistrocladine",407.5,C25H29NO4,30,16,0.36,4,5,2,124.8,59.95,4.38,4.96,4.44,2.86,5.33,4.39,-5.62,0.000973,2.39e-06,Moderately soluble,-5.96,0.00045,1.1e-06,Moderately soluble,-7.9,5.18e-06,1.27e-08,Poorly soluble,High,Yes,Yes,No,Yes,No,No,Yes,-5.26,0,0,0,0,0,0.55
1174,"Ankorine",335.44,C19H29NO4,24,6,0.68,5,5,2,98.39,62.16,3.25,2.63,2.03,1.74,2.64,2.46,-3.43,0.124,0.00037,Soluble,-3.59,0.0871,0.00026,Soluble,-3.66,0.0737,0.00022,Soluble,High,Yes,No,No,No,No,Yes,No,-6.48,0,0,0,0,0,0.55
1175,"Annolobine; Anolobine",281.31,C17H15NO3,21,12,0.29,0,4,2,82.16,50.72,2.45,2.48,1.83,2.25,3.33,2.47,-3.57,0.0758,0.00027,Soluble,-3.19,0.182,0.000646,Soluble,-5.01,0.00274,9.73e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.26,0,0,0,0,0,0.55
1176,"(-)-Annonaine; Anonaine",265.31,C17H15NO2,20,12,0.29,0,3,1,80.13,30.49,2.76,2.83,2.12,2.83,3.84,2.88,-3.71,0.0515,0.000194,Soluble,-3.13,0.197,0.000744,Soluble,-5.59,0.000679,2.56e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-5.91,0,0,0,0,0,0.55
1177,"(-)-Apoglaziovine",297.35,C18H19NO3,22,12,0.33,1,4,2,89.51,52.93,2.67,2.27,2.15,2.08,2.91,2.42,-3.45,0.105,0.000354,Soluble,-3.02,0.285,0.000959,Soluble,-4.48,0.00989,3.33e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-6.5,0,0,0,0,0,0.55
1184,"(+)-Bebeerine; Bebeerine",594.7,C36H38N2O6,44,24,0.33,2,8,2,177.14,83.86,4.94,6.01,5.15,3.37,4.95,4.88,-7.59,1.55e-05,2.6e-08,Poorly soluble,-7.55,1.68e-05,2.83e-08,Poorly soluble,-9.44,2.17e-07,3.66e-10,Poorly soluble,High,No,No,No,No,No,No,No,-5.66,1,3,0,0,1,0.55
1189,"Berbamine",608.72,C37H40N2O6,45,24,0.35,3,8,1,181.6,72.86,4.82,6.34,5.45,3.55,5.5,5.13,-7.8,9.54e-06,1.57e-08,Poorly soluble,-7.66,1.33e-05,2.19e-08,Poorly soluble,-10.12,4.61e-08,7.57e-11,Insoluble,High,No,No,No,No,No,No,No,-5.51,1,3,0,0,2,0.55
1192,"Berberastine",352.36,C20H18NO5,26,16,0.25,2,5,1,96.04,61.03,-0.35,2.51,2.26,1.38,2.83,1.73,-3.93,0.0415,0.000118,Soluble,-3.44,0.129,0.000365,Soluble,-5.11,0.00274,7.78e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-6.67,0,0,0,0,0,0.55
1196,"Bicuculline",367.35,C20H17NO6,27,12,0.35,1,7,0,96.46,66.46,3.19,2.61,1.56,2.18,2.9,2.49,-4.02,0.0347,9.45e-05,Moderately soluble,-3.66,0.0813,0.000221,Soluble,-4.64,0.0084,2.29e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.69,0,0,0,0,0,0.55
1197,"Boldine",327.37,C19H21NO4,24,12,0.37,2,5,2,96,62.16,2.94,2.72,2.16,1.75,2.95,2.51,-3.82,0.0494,0.000151,Soluble,-3.68,0.0685,0.000209,Soluble,-4.59,0.00841,2.57e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.37,0,0,0,0,0,0.55
1198,"Bracteoline",327.37,C19H21NO4,24,12,0.37,2,5,2,96,62.16,3.07,2.24,2.16,1.75,2.95,2.44,-3.52,0.0991,0.000303,Soluble,-3.18,0.216,0.000659,Soluble,-4.59,0.00841,2.57e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.71,0,0,0,0,0,0.55
1199,"Bulbocapnine",325.36,C19H19NO4,24,12,0.37,1,5,1,93.55,51.16,3.17,2.92,2.18,2.16,3.27,2.74,-4,0.0325,9.98e-05,Moderately soluble,-3.66,0.0719,0.000221,Soluble,-4.79,0.00526,1.62e-05,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.21,0,0,0,0,0,0.55
1200,"(-)-Caaverine; Noraporphin-1-ol, 2-methoxy-",267.32,C17H17NO2,20,12,0.29,1,3,2,82.59,41.49,2.67,2.64,2.11,2.43,3.48,2.66,-3.54,0.0773,0.000289,Soluble,-3.16,0.184,0.000689,Soluble,-5.39,0.00109,4.06e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.06,0,0,0,0,0,0.55
1201,"Calafatimine",636.73,C38H40N2O7,47,24,0.34,5,9,0,187.96,80.21,4.89,6.09,5.9,3.15,7.25,5.46,-7.67,1.35e-05,2.13e-08,Poorly soluble,-7.56,1.77e-05,2.78e-08,Poorly soluble,-11.45,2.24e-09,3.52e-12,Insoluble,High,No,No,No,No,No,No,No,-5.86,1,4,0,1,2,0.55
1202,"Capaurine",371.43,C21H25NO5,27,12,0.43,4,6,1,106.01,60.39,3.64,2.88,2.22,1.66,3.27,2.73,-4.02,0.0353,9.5e-05,Moderately soluble,-3.81,0.0578,0.000156,Soluble,-5.28,0.00194,5.22e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.52,0,0,0,0,0,0.55
1203,"Capnoidine; (-)-Adlumidine",367.35,C20H17NO6,27,12,0.35,1,7,0,96.46,66.46,3.06,2.61,1.56,2.18,2.9,2.46,-4.02,0.0347,9.45e-05,Moderately soluble,-3.66,0.0813,0.000221,Soluble,-4.64,0.0084,2.29e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.69,0,0,0,0,0,0.55
1206,"(+-)-Carnegine; Carnegine",221.3,C13H19NO2,16,6,0.54,2,3,0,68.48,21.7,2.87,2.14,1.55,1.67,2.36,2.12,-2.71,0.436,0.00197,Soluble,-2.23,1.31,0.00592,Soluble,-3.37,0.0944,0.000427,Soluble,High,Yes,No,No,No,No,Yes,No,-6.13,0,0,0,0,0,0.55
1208,"Caseadine",341.4,C20H23NO4,25,12,0.4,3,5,1,99.52,51.16,3.42,2.91,2.22,1.98,3.21,2.75,-3.95,0.0386,0.000113,Soluble,-3.65,0.0773,0.000226,Soluble,-5.18,0.00228,6.67e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.32,0,0,0,0,0,0.55
1211,"Cassythine; Cassyfiline",341.36,C19H19NO5,25,12,0.37,2,6,2,95.14,69.18,3.11,2.42,1.84,1.61,3.37,2.47,-3.7,0.0675,0.000198,Soluble,-3.52,0.104,0.000305,Soluble,-5.24,0.00198,5.79e-06,Moderately soluble,High,Yes,Yes,Yes,No,Yes,Yes,Yes,-6.66,0,0,0,0,0,0.55
1220,"(+)-Cassythicine",325.36,C19H19NO4,24,12,0.37,1,5,1,93.55,51.16,3.18,2.92,2.18,2.16,3.27,2.74,-4,0.0325,9.98e-05,Moderately soluble,-3.66,0.0719,0.000221,Soluble,-4.79,0.00526,1.62e-05,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.21,0,0,0,0,0,0.55
1221,"Cephaeline",466.61,C28H38N2O4,34,12,0.57,6,6,2,142.58,63.19,4.67,4.41,3.23,2.84,4.43,3.92,-5.38,0.00196,4.2e-06,Moderately soluble,-5.45,0.00164,3.51e-06,Moderately soluble,-7.01,4.54e-05,9.73e-08,Poorly soluble,High,Yes,Yes,No,No,No,No,No,-6.02,0,2,0,0,0,0.55
1222,"Cepharanthine",606.71,C37H38N2O6,45,24,0.35,2,8,0,179.15,61.86,5.13,6.54,5.46,3.96,5.71,5.36,-7.98,6.29e-06,1.04e-08,Poorly soluble,-7.64,1.4e-05,2.31e-08,Poorly soluble,-10.32,2.88e-08,4.74e-11,Insoluble,High,No,No,No,No,No,No,No,-5.36,1,3,0,0,3,0.55
1224,"Corpaine",369.37,C20H19NO6,27,12,0.35,1,7,2,98.88,88.46,2.73,1.67,0.93,0.69,2.26,1.66,-3.45,0.133,0.000359,Soluble,-3.14,0.266,0.000721,Soluble,-4.34,0.0167,4.53e-05,Moderately soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.37,0,0,0,0,0,0.55
1242,"Daphnandrine",594.7,C36H38N2O6,44,24,0.33,3,8,2,176.7,81.65,4.66,5.87,5.11,3.37,5.54,4.91,-7.43,2.21e-05,3.71e-08,Poorly soluble,-7.36,2.61e-05,4.39e-08,Poorly soluble,-10.47,2.02e-08,3.4e-11,Insoluble,High,No,No,No,No,No,No,No,-5.76,1,3,0,0,1,0.55
1245,"Dauricine",624.77,C38H44N2O6,46,24,0.37,10,8,1,188.02,72.86,5.43,6.7,5.35,3.46,6.64,5.52,-7.66,1.36e-05,2.18e-08,Poorly soluble,-8.03,5.78e-06,9.25e-09,Poorly soluble,-10.74,1.12e-08,1.8e-11,Insoluble,High,No,No,No,No,No,No,No,-5.35,1,3,0,0,2,0.55
1246,"Emetamine",476.61,C29H36N2O4,35,16,0.48,7,6,0,143.17,53.05,4.46,5.42,4.75,2.84,5.45,4.58,-6.09,0.000391,8.21e-07,Poorly soluble,-6.29,0.000245,5.13e-07,Poorly soluble,-8.36,2.1e-06,4.41e-09,Poorly soluble,High,Yes,Yes,No,No,No,No,No,-5.36,0,2,0,0,1,0.55
1247,"Emetine",480.64,C29H40N2O4,35,12,0.59,7,6,1,147.05,52.19,4.89,4.74,3.53,3.04,4.98,4.24,-5.6,0.00121,2.52e-06,Moderately soluble,-5.57,0.00131,2.72e-06,Moderately soluble,-7.7,9.59e-06,2e-08,Poorly soluble,High,Yes,Yes,No,No,No,No,No,-5.87,0,3,0,0,0,0.55
1248,"Erysonine",285.34,C17H19NO3,21,6,0.41,1,4,2,83.91,52.93,2.64,1.28,1.23,1.66,1.65,1.69,-2.56,0.784,0.00275,Soluble,-1.99,2.91,0.0102,Very soluble,-2.52,0.868,0.00304,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.13,0,0,0,0,0,0.55
